state_abbreviation,congressional_district,State Office,State District,FracCDFromSLD,FracSLDFromCD
IL,7,Lower,"25",0.50,0.10
IL,7,Lower,"12",0.40,0.10
IL,7,Lower,"23",0.40,0.10
IL,7,Lower,"77",0.40,0.10
IL,7,Lower,"24",0.30,0.10
IL,7,Lower,"11",0.00,0.00
IL,7,Upper,"5",26.10,2.30
IL,7,Upper,"4",24.20,2.10
IL,7,Upper,"3",21.30,1.90
IL,7,Upper,"39",9.80,1.60
IL,7,Upper,"13",7.40,0.60
IL,7,Upper,"1",4.10,0.40
IL,7,Upper,"2",2.30,0.20
IL,7,Upper,"11",2.00,0.20
IL,7,Upper,"16",1.70,0.10
IL,7,Upper,"12",0.70,0.10
IL,7,Upper,"6",0.50,0.00
IL,8,Lower,"43",15.50,4.00
IL,8,Lower,"44",15.10,4.00
IL,8,Lower,"56",15.00,4.40
IL,8,Lower,"46",13.80,3.60
IL,8,Lower,"45",10.20,2.60
IL,8,Lower,"57",6.20,1.90
IL,8,Lower,"55",5.70,1.70
IL,8,Lower,"77",5.30,1.70
IL,8,Lower,"48",3.90,1.00
IL,8,Lower,"54",3.60,1.10
IL,8,Lower,"53",2.30,0.70
IL,8,Lower,"52",0.90,0.30
IL,8,Lower,"47",0.70,0.20
IL,8,Lower,"49",0.70,0.20
IL,8,Lower,"66",0.70,0.20
IL,8,Lower,"65",0.30,0.10
IL,8,Upper,"22",30.50,2.80
IL,8,Upper,"23",24.00,2.20
IL,8,Upper,"28",20.70,1.90
IL,8,Upper,"29",6.20,0.60
IL,8,Upper,"27",5.90,0.60
IL,8,Upper,"39",5.30,0.90
IL,8,Upper,"24",4.60,0.40
IL,8,Upper,"33",1.00,0.10
IL,8,Upper,"26",0.90,0.10
IL,8,Upper,"25",0.70,0.10
IL,9,Lower,"14",15.30,3.20
IL,9,Lower,"16",15.30,3.20
IL,9,Lower,"18",13.80,2.90
IL,9,Lower,"53",11.90,3.50
IL,9,Lower,"17",11.70,2.40
IL,9,Lower,"55",8.30,2.50
IL,9,Lower,"13",7.20,1.50
IL,9,Lower,"20",6.80,1.40
IL,9,Lower,"15",4.70,1.00
IL,9,Lower,"12",3.00,0.60
IL,9,Lower,"54",1.60,0.50
IL,9,Lower,"57",0.60,0.20
IL,9,Upper,"9",25.50,2.20
IL,9,Upper,"7",22.40,2.00
IL,9,Upper,"8",19.90,1.70
IL,9,Upper,"27",13.50,1.30
IL,9,Upper,"28",8.30,0.80
IL,9,Upper,"10",6.80,0.60
IL,9,Upper,"6",3.00,0.30
IL,9,Upper,"29",0.60,0.10
IL,10,Lower,"59",15.30,4.50
IL,10,Lower,"58",15.20,4.50
IL,10,Lower,"60",14.50,4.10
IL,10,Lower,"62",13.80,4.10
IL,10,Lower,"61",8.70,2.50
IL,10,Lower,"57",8.40,2.50
IL,10,Lower,"51",7.00,1.90
IL,10,Lower,"64",4.70,1.40
IL,10,Lower,"17",3.60,0.70
IL,10,Lower,"15",3.40,0.70
IL,10,Lower,"20",2.00,0.40
IL,10,Lower,"18",1.40,0.30
IL,10,Lower,"53",1.00,0.30
IL,10,Lower,"55",0.90,0.30
IL,10,Upper,"30",29.80,2.80
IL,10,Upper,"29",23.70,2.20
IL,10,Upper,"31",22.60,2.20
IL,10,Upper,"26",7.00,0.60
IL,10,Upper,"9",5.00,0.40
IL,10,Upper,"32",4.70,0.50
IL,10,Upper,"8",3.40,0.30
IL,10,Upper,"10",2.00,0.20
IL,10,Upper,"27",1.00,0.10
IL,10,Upper,"28",0.90,0.10
IL,11,Lower,"83",15.40,6.50
IL,11,Lower,"98",14.20,6.00
IL,11,Lower,"86",12.80,5.40
IL,11,Lower,"84",12.60,5.30
IL,11,Lower,"85",9.60,4.00
IL,11,Lower,"81",8.30,3.50
IL,11,Lower,"41",7.70,2.00
IL,11,Lower,"97",6.50,2.70
IL,11,Lower,"82",4.40,1.90
IL,11,Lower,"37",2.50,0.60
IL,11,Lower,"50",2.20,0.60
IL,11,Lower,"49",1.90,0.50
IL,11,Lower,"75",1.00,0.30
IL,11,Lower,"42",0.50,0.10
IL,11,Lower,"48",0.30,0.10
IL,11,Lower,"80",0.00,0.00
IL,11,Upper,"42",28.00,9.80
IL,11,Upper,"43",22.40,8.00
IL,11,Upper,"49",20.70,8.80
IL,11,Upper,"41",12.70,4.40
IL,11,Upper,"21",8.20,0.70
IL,11,Upper,"25",4.10,0.40
IL,11,Upper,"19",2.50,0.20
IL,11,Upper,"38",1.00,0.20
IL,11,Upper,"24",0.30,0.00
IL,11,Upper,"40",0.00,0.00
IL,12,Lower,"116",15.40,10.70
IL,12,Lower,"117",15.30,10.60
IL,12,Lower,"113",15.10,10.60
IL,12,Lower,"114",15.10,10.50
IL,12,Lower,"115",14.70,10.30
IL,12,Lower,"111",12.20,8.70
IL,12,Lower,"112",4.80,3.40
IL,12,Lower,"118",4.70,3.30
IL,12,Lower,"108",2.60,1.70
IL,12,Upper,"57",30.30,36.70
IL,12,Upper,"58",30.10,35.80
IL,12,Upper,"59",20.00,23.40
IL,12,Upper,"56",17.00,15.20
IL,12,Upper,"54",2.60,2.40
IL,13,Lower,"103",15.90,9.30
IL,13,Lower,"96",15.00,6.10
IL,13,Lower,"95",14.80,6.10
IL,13,Lower,"101",11.00,6.30
IL,13,Lower,"112",9.00,6.40
IL,13,Lower,"100",6.90,3.30
IL,13,Lower,"99",6.00,2.40
IL,13,Lower,"88",4.90,2.00
IL,13,Lower,"104",3.60,2.10
IL,13,Lower,"105",3.60,2.10
IL,13,Lower,"111",3.10,2.20
IL,13,Lower,"102",2.90,1.70
IL,13,Lower,"87",2.60,1.10
IL,13,Lower,"107",0.60,0.40
IL,13,Lower,"108",0.10,0.10
IL,13,Upper,"48",29.80,11.80
IL,13,Upper,"52",19.50,16.80
IL,13,Upper,"51",13.90,11.90
IL,13,Upper,"50",12.90,6.20
IL,13,Upper,"56",12.00,10.80
IL,13,Upper,"44",7.50,2.60
IL,13,Upper,"53",3.60,3.30
IL,13,Upper,"54",0.70,0.60
IL,14,Lower,"63",14.90,4.50
IL,14,Lower,"50",13.60,3.90
IL,14,Lower,"64",10.00,3.00
IL,14,Lower,"97",9.00,3.70
IL,14,Lower,"65",7.90,2.40
IL,14,Lower,"49",7.10,1.90
IL,14,Lower,"61",6.40,1.90
IL,14,Lower,"70",6.40,2.00
IL,14,Lower,"66",5.60,1.70
IL,14,Lower,"41",4.60,1.20
IL,14,Lower,"75",3.90,1.20
IL,14,Lower,"52",2.90,0.90
IL,14,Lower,"84",2.80,1.20
IL,14,Lower,"62",1.40,0.40
IL,14,Lower,"90",1.40,0.60
IL,14,Lower,"42",0.90,0.20
IL,14,Lower,"51",0.70,0.20
IL,14,Lower,"60",0.70,0.20
IL,14,Upper,"32",24.90,2.90
IL,14,Upper,"25",20.60,1.90
IL,14,Upper,"33",13.50,1.50
IL,14,Upper,"49",9.00,3.80
IL,14,Upper,"31",7.80,0.80
IL,14,Upper,"35",6.40,0.90
IL,14,Upper,"21",5.50,0.50
IL,14,Upper,"38",3.90,0.60
IL,14,Upper,"26",3.60,0.30
IL,14,Upper,"42",2.80,1.00
IL,14,Upper,"45",1.40,0.50
IL,14,Upper,"30",0.70,0.10
IL,15,Lower,"109",15.20,9.80
IL,15,Lower,"110",15.20,9.90
IL,15,Lower,"107",14.60,9.20
IL,15,Lower,"108",12.70,8.20
IL,15,Lower,"102",12.50,7.30
IL,15,Lower,"104",11.80,6.90
IL,15,Lower,"118",10.10,7.20
IL,15,Lower,"101",2.80,1.60
IL,15,Lower,"106",2.80,1.80
IL,15,Lower,"112",1.50,1.00
IL,15,Lower,"115",0.50,0.30
IL,15,Lower,"117",0.40,0.30
IL,15,Upper,"55",30.40,27.00
IL,15,Upper,"54",27.30,24.90
IL,15,Upper,"51",15.20,12.80
IL,15,Upper,"52",11.80,10.00
IL,15,Upper,"59",10.50,12.30
IL,15,Upper,"53",2.80,2.60
IL,15,Upper,"56",1.50,1.30
IL,15,Upper,"58",0.50,0.60
IL,16,Lower,"76",15.20,4.70
IL,16,Lower,"69",14.90,4.50
IL,16,Lower,"68",14.80,4.50
IL,16,Lower,"90",13.70,5.50
IL,16,Lower,"75",11.00,3.30
IL,16,Lower,"106",9.40,5.80
IL,16,Lower,"70",9.00,2.70
IL,16,Lower,"74",2.70,0.80
IL,16,Lower,"89",2.70,1.10
IL,16,Lower,"67",2.30,0.70
IL,16,Lower,"79",1.40,0.40
IL,16,Lower,"73",1.20,0.40
IL,16,Lower,"86",0.90,0.40
IL,16,Lower,"105",0.80,0.50
IL,16,Lower,"80",0.10,0.00
IL,16,Upper,"38",26.10,3.80
IL,16,Upper,"35",23.90,3.10
IL,16,Upper,"34",17.10,2.10
IL,16,Upper,"45",16.40,5.60
IL,16,Upper,"53",10.20,9.30
IL,16,Upper,"37",3.90,0.60
IL,16,Upper,"40",1.50,0.20
IL,16,Upper,"43",0.90,0.30
IL,17,Lower,"72",15.40,4.70
IL,17,Lower,"71",15.20,4.60
IL,17,Lower,"67",12.90,3.80
IL,17,Lower,"74",12.40,3.80
IL,17,Lower,"89",12.30,4.90
IL,17,Lower,"91",11.60,4.60
IL,17,Lower,"92",11.50,4.60
IL,17,Lower,"93",4.60,1.80
IL,17,Lower,"94",3.10,1.30
IL,17,Lower,"68",0.40,0.10
IL,17,Lower,"69",0.40,0.10
IL,17,Lower,"87",0.10,0.00
IL,17,Upper,"36",30.60,4.30
IL,17,Upper,"46",23.10,7.90
IL,17,Upper,"34",13.20,1.60
IL,17,Upper,"37",12.40,1.80
IL,17,Upper,"45",12.30,4.20
IL,17,Upper,"47",7.80,2.80
IL,17,Upper,"35",0.40,0.10
IL,17,Upper,"44",0.10,0.00
IL,18,Lower,"73",14.10,4.30
IL,18,Lower,"87",12.60,5.10
IL,18,Lower,"94",12.10,4.90
IL,18,Lower,"105",11.20,6.50
IL,18,Lower,"88",10.60,4.30
IL,18,Lower,"93",10.10,4.10
IL,18,Lower,"99",9.40,3.80
IL,18,Lower,"100",7.90,3.80
IL,18,Lower,"92",4.00,1.60
IL,18,Lower,"91",3.80,1.50
IL,18,Lower,"106",2.80,1.80
IL,18,Lower,"101",1.50,0.80
IL,18,Upper,"44",23.20,7.90
IL,18,Upper,"47",22.10,8.20
IL,18,Upper,"50",17.30,8.20
IL,18,Upper,"37",14.10,2.00
IL,18,Upper,"53",14.00,13.00
IL,18,Upper,"46",7.80,2.70
IL,18,Upper,"51",1.50,1.30
IN,1,Lower,"4",9.30,2.00
IN,1,Lower,"10",9.30,1.90
IN,1,Lower,"1",9.00,2.00
IN,1,Lower,"9",9.00,2.00
IN,1,Lower,"11",9.00,1.90
IN,1,Lower,"12",9.00,1.90
IN,1,Lower,"19",9.00,1.90
IN,1,Lower,"2",8.90,2.00
IN,1,Lower,"3",8.90,1.90
IN,1,Lower,"14",8.90,1.90
IN,1,Lower,"15",8.90,1.90
IN,1,Lower,"8",0.50,0.10
IN,1,Lower,"20",0.40,0.10
IN,1,Upper,"4",18.20,1.60
IN,1,Upper,"1",17.90,1.60
IN,1,Upper,"3",17.90,1.60
IN,1,Upper,"2",17.60,1.60
IN,1,Upper,"6",14.70,1.30
IN,1,Upper,"5",11.50,1.00
IN,1,Upper,"8",2.20,0.20
IN,2,Lower,"21",9.30,2.00
IN,2,Lower,"48",9.30,2.50
IN,2,Lower,"49",9.20,2.50
IN,2,Lower,"5",9.00,2.00
IN,2,Lower,"6",9.00,1.90
IN,2,Lower,"7",9.00,2.00
IN,2,Lower,"17",8.70,1.80
IN,2,Lower,"8",8.50,1.80
IN,2,Lower,"20",8.50,1.80
IN,2,Lower,"18",5.60,1.20
IN,2,Lower,"22",5.30,1.10
IN,2,Lower,"23",4.90,1.10
IN,2,Lower,"16",3.30,0.70
IN,2,Lower,"82",0.40,0.20
IN,2,Upper,"12",18.20,1.60
IN,2,Upper,"11",18.10,1.60
IN,2,Upper,"10",18.00,1.60
IN,2,Upper,"8",15.40,1.40
IN,2,Upper,"9",12.00,1.10
IN,2,Upper,"18",10.90,1.00
IN,2,Upper,"17",4.40,0.40
IN,2,Upper,"5",3.00,0.30
IN,3,Lower,"80",9.20,3.10
IN,3,Lower,"81",9.20,3.90
IN,3,Lower,"84",9.20,4.00
IN,3,Lower,"85",9.20,3.90
IN,3,Lower,"51",9.00,2.60
IN,3,Lower,"52",9.00,2.70
IN,3,Lower,"79",9.00,3.00
IN,3,Lower,"83",9.00,3.90
IN,3,Lower,"50",8.80,2.60
IN,3,Lower,"82",8.40,3.60
IN,3,Lower,"22",3.80,0.80
IN,3,Lower,"33",2.80,0.60
IN,3,Lower,"18",2.70,0.60
IN,3,Lower,"31",0.60,0.20
IN,3,Upper,"15",18.20,1.60
IN,3,Upper,"16",18.20,1.60
IN,3,Upper,"14",18.10,1.60
IN,3,Upper,"13",18.00,1.60
IN,3,Upper,"19",12.90,1.20
IN,3,Upper,"17",8.00,0.70
IN,3,Upper,"9",6.20,0.60
IN,3,Upper,"18",0.30,0.00
IN,4,Lower,"40",9.60,2.30
IN,4,Lower,"28",9.50,2.10
IN,4,Lower,"26",9.40,2.10
IN,4,Lower,"27",9.40,2.10
IN,4,Lower,"41",9.10,2.40
IN,4,Lower,"13",8.70,1.90
IN,4,Lower,"25",8.70,1.90
IN,4,Lower,"38",8.60,2.20
IN,4,Lower,"30",6.40,1.50
IN,4,Lower,"44",6.30,1.80
IN,4,Lower,"16",5.30,1.20
IN,4,Lower,"23",3.70,0.80
IN,4,Lower,"91",2.70,1.20
IN,4,Lower,"60",1.70,0.50
IN,4,Lower,"42",0.70,0.20
IN,4,Lower,"24",0.10,0.00
IN,4,Upper,"22",19.00,1.80
IN,4,Upper,"24",18.90,1.80
IN,4,Upper,"7",17.00,1.60
IN,4,Upper,"23",12.20,1.20
IN,4,Upper,"21",9.90,0.90
IN,4,Upper,"18",5.90,0.60
IN,4,Upper,"37",5.60,0.90
IN,4,Upper,"35",4.90,0.70
IN,4,Upper,"5",3.50,0.30
IN,4,Upper,"6",3.00,0.30
IN,5,Lower,"24",9.70,2.20
IN,5,Lower,"29",9.70,2.20
IN,5,Lower,"37",9.70,2.50
IN,5,Lower,"39",9.70,2.40
IN,5,Lower,"87",8.60,3.80
IN,5,Lower,"32",8.50,2.00
IN,5,Lower,"86",8.40,3.70
IN,5,Lower,"36",8.30,2.00
IN,5,Lower,"31",6.60,1.60
IN,5,Lower,"88",6.10,2.70
IN,5,Lower,"35",4.90,1.20
IN,5,Lower,"53",3.20,1.00
IN,5,Lower,"30",2.20,0.50
IN,5,Lower,"94",1.80,0.80
IN,5,Lower,"95",1.50,0.70
IN,5,Lower,"96",0.50,0.20
IN,5,Lower,"18",0.40,0.10
IN,5,Lower,"41",0.20,0.00
IN,5,Lower,"33",0.00,0.00
IN,5,Upper,"20",19.50,1.90
IN,5,Upper,"30",17.90,1.80
IN,5,Upper,"31",16.10,1.70
IN,5,Upper,"29",11.50,1.20
IN,5,Upper,"26",10.70,1.10
IN,5,Upper,"21",7.20,0.70
IN,5,Upper,"25",6.20,0.60
IN,5,Upper,"17",4.50,0.40
IN,5,Upper,"19",4.20,0.40
IN,5,Upper,"23",1.00,0.10
IN,5,Upper,"33",0.70,0.10
IN,5,Upper,"7",0.50,0.10
IN,6,Lower,"59",9.50,2.80
IN,6,Lower,"57",9.10,2.70
IN,6,Lower,"54",8.90,2.60
IN,6,Lower,"55",8.90,2.70
IN,6,Lower,"67",8.90,2.70
IN,6,Lower,"34",8.80,2.10
IN,6,Lower,"68",8.80,2.80
IN,6,Lower,"56",8.70,2.60
IN,6,Lower,"33",5.90,1.30
IN,6,Lower,"53",5.90,1.70
IN,6,Lower,"66",4.60,1.40
IN,6,Lower,"69",4.00,1.30
IN,6,Lower,"35",3.70,0.90
IN,6,Lower,"88",3.10,1.30
IN,6,Lower,"31",0.90,0.20
IN,6,Lower,"32",0.30,0.10
IN,6,Upper,"43",17.90,6.30
IN,6,Upper,"42",17.60,6.00
IN,6,Upper,"27",17.20,1.60
IN,6,Upper,"28",12.10,1.10
IN,6,Upper,"25",11.40,1.10
IN,6,Upper,"45",7.70,2.70
IN,6,Upper,"26",6.60,0.60
IN,6,Upper,"41",5.90,2.00
IN,6,Upper,"44",3.70,1.30
IN,7,Lower,"97",9.10,3.90
IN,7,Lower,"99",9.10,3.90
IN,7,Lower,"100",9.10,4.60
IN,7,Lower,"90",9.00,3.90
IN,7,Lower,"92",9.00,3.90
IN,7,Lower,"98",9.00,3.90
IN,7,Lower,"89",8.90,3.80
IN,7,Lower,"96",8.50,3.70
IN,7,Lower,"95",7.50,3.30
IN,7,Lower,"94",7.20,3.10
IN,7,Lower,"93",6.80,2.90
IN,7,Lower,"91",6.40,2.80
IN,7,Lower,"86",0.40,0.20
IN,7,Lower,"87",0.20,0.10
IN,7,Upper,"34",18.10,2.40
IN,7,Upper,"32",18.00,2.20
IN,7,Upper,"33",17.40,2.10
IN,7,Upper,"36",16.60,2.50
IN,7,Upper,"35",13.50,1.90
IN,7,Upper,"29",7.00,0.70
IN,7,Upper,"28",6.40,0.60
IN,7,Upper,"31",2.40,0.20
IN,7,Upper,"30",0.50,0.10
IN,8,Lower,"63",9.20,2.80
IN,8,Lower,"75",9.20,2.90
IN,8,Lower,"77",9.10,2.90
IN,8,Lower,"78",9.10,3.00
IN,8,Lower,"43",9.00,2.30
IN,8,Lower,"64",8.90,2.70
IN,8,Lower,"76",8.90,2.90
IN,8,Lower,"45",8.80,2.30
IN,8,Lower,"42",8.00,2.10
IN,8,Lower,"74",6.60,2.10
IN,8,Lower,"46",6.50,1.70
IN,8,Lower,"62",4.80,1.50
IN,8,Lower,"44",1.60,0.40
IN,8,Upper,"50",18.60,9.00
IN,8,Upper,"48",18.20,7.30
IN,8,Upper,"49",18.10,7.60
IN,8,Upper,"38",17.80,2.70
IN,8,Upper,"39",17.60,2.90
IN,8,Upper,"47",4.70,1.80
IN,8,Upper,"23",4.50,0.40
IN,8,Upper,"37",0.60,0.10
IN,9,Lower,"58",9.40,2.90
IN,9,Lower,"47",9.30,2.60
IN,9,Lower,"61",9.10,2.80
IN,9,Lower,"71",9.10,3.00
IN,9,Lower,"72",9.00,2.90
IN,9,Lower,"70",8.90,2.90
IN,9,Lower,"65",8.70,2.70
IN,9,Lower,"73",8.60,2.80
IN,9,Lower,"60",7.10,2.10
IN,9,Lower,"69",4.90,1.60
IN,9,Lower,"66",4.30,1.40
IN,9,Lower,"62",4.20,1.30
IN,9,Lower,"46",2.40,0.70
IN,9,Lower,"93",2.40,1.00
IN,9,Lower,"74",2.20,0.70
IN,9,Lower,"44",0.60,0.20
IN,9,Upper,"40",18.40,3.20
IN,9,Upper,"46",17.80,6.60
IN,9,Upper,"44",14.00,5.10
IN,9,Upper,"41",13.30,4.70
IN,9,Upper,"47",12.80,5.00
IN,9,Upper,"37",11.50,1.80
IN,9,Upper,"45",10.20,3.80
IN,9,Upper,"36",1.70,0.30
IN,9,Upper,"43",0.20,0.10
KS,1,Lower,"66",4.80,1.40
KS,1,Lower,"111",3.50,2.50
KS,1,Lower,"60",3.40,1.00
KS,1,Lower,"65",3.40,1.00
KS,1,Lower,"67",3.40,1.00
KS,1,Lower,"64",3.20,1.00
KS,1,Lower,"68",3.20,1.00
KS,1,Lower,"69",3.20,1.00
KS,1,Lower,"71",3.20,1.00
KS,1,Lower,"73",3.20,1.00
KS,1,Lower,"102",3.20,1.90
KS,1,Lower,"104",3.20,1.90
KS,1,Lower,"119",3.20,2.60
KS,1,Lower,"123",3.20,3.70
KS,1,Lower,"125",3.20,3.90
KS,1,Lower,"51",3.10,0.80
KS,1,Lower,"107",3.10,2.00
KS,1,Lower,"108",3.10,2.10
KS,1,Lower,"110",3.10,2.00
KS,1,Lower,"112",3.10,2.20
KS,1,Lower,"118",3.10,2.20
KS,1,Lower,"120",3.10,2.50
KS,1,Lower,"122",3.10,3.40
KS,1,Lower,"70",3.00,0.90
KS,1,Lower,"109",3.00,2.00
KS,1,Lower,"115",3.00,2.10
KS,1,Lower,"124",3.00,3.50
KS,1,Lower,"106",2.30,1.40
KS,1,Lower,"117",2.20,1.60
KS,1,Lower,"114",2.00,1.40
KS,1,Lower,"61",1.50,0.40
KS,1,Lower,"74",1.40,0.40
KS,1,Lower,"76",1.20,0.40
KS,1,Lower,"113",1.20,0.80
KS,1,Lower,"101",1.00,0.60
KS,1,Upper,"22",11.90,1.10
KS,1,Upper,"17",10.50,0.90
KS,1,Upper,"40",10.30,1.70
KS,1,Upper,"24",9.80,0.90
KS,1,Upper,"38",9.80,1.40
KS,1,Upper,"35",9.70,1.30
KS,1,Upper,"39",9.70,1.60
KS,1,Upper,"36",9.20,1.30
KS,1,Upper,"34",8.90,1.10
KS,1,Upper,"33",6.90,0.80
KS,1,Upper,"1",1.50,0.10
KS,1,Upper,"18",1.50,0.10
KS,1,Upper,"20",0.30,0.00
KS,2,Lower,"46",4.70,1.20
KS,2,Lower,"44",3.70,1.00
KS,2,Lower,"10",3.60,0.80
KS,2,Lower,"45",3.50,0.90
KS,2,Lower,"40",3.40,0.80
KS,2,Lower,"41",3.40,0.80
KS,2,Lower,"42",3.40,0.90
KS,2,Lower,"3",3.30,0.70
KS,2,Lower,"2",3.20,0.70
KS,2,Lower,"53",3.20,0.90
KS,2,Lower,"55",3.20,1.00
KS,2,Lower,"56",3.20,0.90
KS,2,Lower,"57",3.20,0.90
KS,2,Lower,"58",3.20,0.90
KS,2,Lower,"4",3.10,0.70
KS,2,Lower,"5",3.10,0.70
KS,2,Lower,"47",3.10,0.80
KS,2,Lower,"50",3.10,0.90
KS,2,Lower,"52",3.10,0.90
KS,2,Lower,"54",3.10,0.90
KS,2,Lower,"59",3.10,0.90
KS,2,Lower,"62",3.10,0.90
KS,2,Lower,"63",3.10,0.90
KS,2,Lower,"1",3.00,0.70
KS,2,Lower,"7",3.00,0.60
KS,2,Lower,"9",3.00,0.70
KS,2,Lower,"11",3.00,0.60
KS,2,Lower,"38",2.10,0.50
KS,2,Lower,"76",2.00,0.60
KS,2,Lower,"6",1.90,0.40
KS,2,Lower,"13",1.80,0.40
KS,2,Lower,"61",1.80,0.50
KS,2,Lower,"12",1.30,0.30
KS,2,Lower,"106",0.70,0.50
KS,2,Lower,"51",0.30,0.10
KS,2,Lower,"26",0.00,0.00
KS,2,Upper,"2",11.90,1.00
KS,2,Upper,"3",10.80,1.00
KS,2,Upper,"13",9.90,0.90
KS,2,Upper,"19",9.90,0.90
KS,2,Upper,"20",9.70,0.90
KS,2,Upper,"12",9.60,0.80
KS,2,Upper,"15",9.40,0.80
KS,2,Upper,"18",8.50,0.80
KS,2,Upper,"1",8.40,0.70
KS,2,Upper,"5",6.90,0.60
KS,2,Upper,"14",2.90,0.30
KS,2,Upper,"37",1.80,0.30
KS,2,Upper,"36",0.30,0.00
KS,3,Lower,"8",3.20,0.70
KS,3,Lower,"14",3.20,0.70
KS,3,Lower,"15",3.20,0.70
KS,3,Lower,"16",3.20,0.70
KS,3,Lower,"18",3.20,0.70
KS,3,Lower,"19",3.20,0.70
KS,3,Lower,"21",3.20,0.70
KS,3,Lower,"22",3.20,0.70
KS,3,Lower,"23",3.20,0.70
KS,3,Lower,"24",3.20,0.70
KS,3,Lower,"25",3.20,0.70
KS,3,Lower,"28",3.20,0.70
KS,3,Lower,"29",3.20,0.70
KS,3,Lower,"30",3.20,0.70
KS,3,Lower,"39",3.20,0.80
KS,3,Lower,"43",3.20,0.90
KS,3,Lower,"48",3.20,0.90
KS,3,Lower,"49",3.20,0.90
KS,3,Lower,"78",3.20,1.10
KS,3,Lower,"121",3.20,3.80
KS,3,Lower,"17",3.10,0.70
KS,3,Lower,"20",3.10,0.70
KS,3,Lower,"26",3.10,0.70
KS,3,Lower,"27",3.10,0.70
KS,3,Lower,"31",3.10,0.80
KS,3,Lower,"32",3.10,0.70
KS,3,Lower,"33",3.10,0.70
KS,3,Lower,"35",3.10,0.80
KS,3,Lower,"36",3.10,0.70
KS,3,Lower,"37",3.10,0.80
KS,3,Lower,"34",3.00,0.80
KS,3,Lower,"6",1.10,0.30
KS,3,Lower,"38",1.10,0.30
KS,3,Upper,"23",10.10,1.00
KS,3,Upper,"7",10.00,0.90
KS,3,Upper,"21",10.00,0.90
KS,3,Upper,"8",9.90,0.90
KS,3,Upper,"9",9.90,0.90
KS,3,Upper,"10",9.90,0.90
KS,3,Upper,"11",9.90,0.90
KS,3,Upper,"6",9.70,0.90
KS,3,Upper,"4",9.60,0.90
KS,3,Upper,"37",8.00,1.30
KS,3,Upper,"5",3.20,0.30
KS,4,Lower,"89",3.30,1.30
KS,4,Lower,"95",3.30,1.40
KS,4,Lower,"96",3.30,1.40
KS,4,Lower,"72",3.20,1.00
KS,4,Lower,"75",3.20,1.00
KS,4,Lower,"77",3.20,1.00
KS,4,Lower,"81",3.20,1.40
KS,4,Lower,"82",3.20,1.40
KS,4,Lower,"83",3.20,1.30
KS,4,Lower,"84",3.20,1.40
KS,4,Lower,"85",3.20,1.30
KS,4,Lower,"86",3.20,1.30
KS,4,Lower,"87",3.20,1.30
KS,4,Lower,"88",3.20,1.30
KS,4,Lower,"90",3.20,1.30
KS,4,Lower,"91",3.20,1.30
KS,4,Lower,"92",3.20,1.30
KS,4,Lower,"93",3.20,1.30
KS,4,Lower,"94",3.20,1.30
KS,4,Lower,"97",3.20,1.30
KS,4,Lower,"98",3.20,1.40
KS,4,Lower,"99",3.20,1.30
KS,4,Lower,"100",3.20,1.60
KS,4,Lower,"103",3.20,1.90
KS,4,Lower,"105",3.20,1.90
KS,4,Lower,"79",3.10,1.00
KS,4,Lower,"80",3.10,1.00
KS,4,Lower,"116",2.90,2.10
KS,4,Lower,"101",2.20,1.30
KS,4,Lower,"113",1.90,1.40
KS,4,Lower,"12",1.70,0.40
KS,4,Lower,"74",1.70,0.60
KS,4,Lower,"13",1.10,0.20
KS,4,Lower,"114",1.00,0.70
KS,4,Lower,"117",0.80,0.60
KS,4,Lower,"115",0.10,0.10
KS,4,Upper,"25",10.20,1.00
KS,4,Upper,"26",10.10,1.00
KS,4,Upper,"29",10.10,1.00
KS,4,Upper,"16",10.00,0.90
KS,4,Upper,"27",10.00,0.90
KS,4,Upper,"28",10.00,0.90
KS,4,Upper,"30",10.00,1.00
KS,4,Upper,"31",10.00,1.00
KS,4,Upper,"32",9.50,1.10
KS,4,Upper,"14",6.60,0.60
KS,4,Upper,"33",2.70,0.30
KS,4,Upper,"34",0.80,0.10
KY,1,Lower,"5",6.50,1.40
KY,1,Lower,"8",6.20,1.30
KY,1,Lower,"15",6.20,1.30
KY,1,Lower,"51",6.20,1.70
KY,1,Lower,"2",5.90,1.30
KY,1,Lower,"6",5.80,1.20
KY,1,Lower,"3",5.70,1.30
KY,1,Lower,"1",5.60,1.30
KY,1,Lower,"4",5.60,1.20
KY,1,Lower,"9",5.60,1.30
KY,1,Lower,"11",5.60,1.20
KY,1,Lower,"12",5.40,1.20
KY,1,Lower,"16",5.40,1.10
KY,1,Lower,"22",5.40,1.10
KY,1,Lower,"83",4.80,2.00
KY,1,Lower,"14",3.40,0.70
KY,1,Lower,"7",2.90,0.60
KY,1,Lower,"21",2.90,0.60
KY,1,Lower,"24",2.70,0.60
KY,1,Lower,"54",2.20,0.60
KY,1,Lower,"55",0.10,0.00
KY,1,Upper,"3",15.50,1.40
KY,1,Upper,"2",15.20,1.40
KY,1,Upper,"1",15.10,1.40
KY,1,Upper,"4",14.70,1.30
KY,1,Upper,"6",14.10,1.20
KY,1,Upper,"16",11.00,1.00
KY,1,Upper,"9",8.20,0.70
KY,1,Upper,"14",4.90,0.40
KY,1,Upper,"8",1.30,0.10
KY,1,Upper,"22",0.10,0.00
